Time_sec,X_2d_X,X_2d_Y,PupilDiameter,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,CameraDirection_X,CameraDirection_Y,CameraDirection_Z,CameraOrigin_X,CameraOrigin_Y,CameraOrigin_Z
1.536292,0.5098835,1.895788,3.566261,2732.238,-57.84188,62.62224,-0.5275803,-0.8242738,0.2055039,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.552334,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.569571,0.4884777,1.943782,3.64035,2732.233,-57.85849,62.61013,-0.5237815,-0.8326737,0.1797425,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.586211,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.602253,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.619491,0.5167515,1.947536,3.582123,2732.239,-57.85988,62.62651,-0.512477,-0.8332797,0.2073939,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.63613,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.652172,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.66941,0.5272496,1.85218,3.534904,2732.243,-57.82685,62.63205,-0.5316129,-0.8157924,0.227751,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.68605,0.4922056,1.625403,3.532501,2732.239,-57.74826,62.6105,-0.609665,-0.7632579,0.2138832,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.702091,0.4412099,1.04615,3.7061,2732.237,-57.54783,62.57781,-0.8470755,-0.4909989,0.2034287,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.719329,0.4352331,0.7902002,3.570412,2732.239,-57.45926,62.57294,-0.9388538,-0.2711936,0.2121501,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.735969,0.4430649,0.4782457,3.624123,2732.246,-57.35128,62.57574,-0.9698194,0.0711416,0.2332151,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.752011,0.439557,0.3995654,3.641121,2732.246,-57.32404,62.57327,-0.9614697,0.160144,0.2234504,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.769248,0.4396442,0.3973621,3.651398,2732.246,-57.32329,62.5733,-0.9610552,0.1625796,0.2234744,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.785888,0.4363743,0.3912125,3.629982,2732.245,-57.32116,62.57138,-0.9614224,0.1693005,0.2168046,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.80193,0.4380037,0.4080751,3.642944,2732.246,-57.32698,62.57243,-0.9636223,0.1505776,0.2208132,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.819167,0.4370169,0.4052148,3.638496,2732.245,-57.32601,62.57182,-0.9636224,0.1536772,0.218667,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.835807,0.4360763,0.4093485,3.645065,2732.245,-57.32743,62.57132,-0.9647017,0.1490675,0.2170935,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.851849,0.4397186,0.4135587,3.647606,2732.246,-57.3289,62.57342,-0.9637534,0.1444267,0.224322,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
